Log,P,N,fitness_token_based,fitness_alignment_based,precision_token_based,precision_alignments
help_desk_512_55.xes,512.0,55.0,0.9357053573654219,0.9205587612050194,0.9948590923961304,1.0
help_desk_512_60.xes,512.0,60.0,0.9350153772026154,0.9241907117474012,0.9948590923961304,1.0
help_desk_512_65.xes,512.0,65.0,0.9353903302682159,0.9096009079791205,0.9948590923961304,1.0
help_desk_512_70.xes,512.0,70.0,0.9362324060450653,0.9242630568549428,0.9948590923961304,1.0
help_desk_512_75.xes,512.0,75.0,0.9352991276867796,0.9175037761614435,0.9948590923961304,1.0
help_desk_512_80.xes,512.0,80.0,0.9356663105460529,0.9189929366671823,0.9948590923961304,1.0
help_desk_512_85.xes,512.0,85.0,0.9356774104880718,0.920526368386877,0.9948590923961304,1.0
help_desk_512_90.xes,512.0,90.0,0.9360133167343034,0.9232069985579526,0.9948590923961304,1.0
help_desk_64_10.xes,64.0,10.0,0.8993526962945696,0.23721299891212103,0.8414499972251969,0.8512434410217082
help_desk_64_15.xes,64.0,15.0,0.8986569747201714,0.46620876605496303,0.8421864746566884,0.851577927505891
help_desk_64_20.xes,64.0,20.0,0.8990196364941797,0.5368112119812276,0.8416655753790728,0.8511044713629496
help_desk_64_25.xes,64.0,25.0,0.8988658387054625,0.4156881798270211,0.8437381173909158,0.8523577784488535
help_desk_64_30.xes,64.0,30.0,0.9069958669752889,0.4772779422265286,0.8449937283519564,0.8525030202076791
help_desk_64_35.xes,64.0,35.0,0.9054907372146849,0.35126851427186545,0.840566328578585,0.8458738730166282
help_desk_64_40.xes,64.0,40.0,0.9025191915008591,0.4469059093431314,0.8403845434631789,0.8495352918590532
help_desk_64_45.xes,64.0,45.0,0.8980089392803683,0.5333833678425659,0.8439103795410933,0.8522259978589166
help_desk_64_50.xes,64.0,50.0,0.9024088931678518,0.5401982684119923,0.8450976294094243,0.8558175938032045
help_desk_64_55.xes,64.0,55.0,0.9056193891852194,0.4643411519440382,0.8476367093118646,0.8544924184884354
help_desk_64_60.xes,64.0,60.0,0.9070611863358369,0.3564071774871085,0.8434724949519516,0.8492902469561943
help_desk_64_65.xes,64.0,65.0,0.8905585076082401,0.5550576795084247,0.8368204175737046,0.8485695895953478
help_desk_64_70.xes,64.0,70.0,0.898698446063966,0.49950648291495914,0.844242568756868,0.8532627911840059
help_desk_64_75.xes,64.0,75.0,0.902749184333036,0.4832803044012593,0.8477862050166245,0.8574937325960709
help_desk_64_80.xes,64.0,80.0,0.9006162823905031,0.3631597372948594,0.8463786613253182,0.853845412208949
help_desk_64_85.xes,64.0,85.0,0.8987601290967063,0.47754840910649815,0.8386555079482385,0.8488387191387579
help_desk_64_90.xes,64.0,90.0,0.9049967881895759,0.45921733213149285,0.8448985410104802,0.8527066208957603
help_desk_8_10.xes,8.0,10.0,0.855656224115142,0.9001613187274465,0.8523502317394455,0.8672736275017187
help_desk_8_15.xes,8.0,15.0,0.8552530228148989,0.8995115435585801,0.8494204490638705,0.8649188394309796
help_desk_8_20.xes,8.0,20.0,0.8553668994504344,0.8997280797897806,0.8505998042433065,0.8658045544115625
help_desk_8_25.xes,8.0,25.0,0.8556160311494464,0.8997431944779043,0.8512810944735328,0.8661895285556964
help_desk_8_30.xes,8.0,30.0,0.8554479140999044,0.8998986455967822,0.8518739097009569,0.8667700447738399
help_desk_8_35.xes,8.0,35.0,0.8553336762309097,0.8996896784935634,0.8508254509880263,0.8659666419681964
help_desk_8_40.xes,8.0,40.0,0.8553452497993748,0.9012521317960838,0.8497912553696825,0.865261315761478
help_desk_8_45.xes,8.0,45.0,0.8555992099185848,0.9003935937566085,0.8521375309863753,0.8673875245195024
help_desk_8_50.xes,8.0,50.0,0.855496636642169,0.8997049334310117,0.8513975876624681,0.866266462045961
help_desk_8_55.xes,8.0,55.0,0.855361236267002,0.8995189973892668,0.8503564685826882,0.8654548386642131
help_desk_8_60.xes,8.0,60.0,0.8551817458927637,0.8997046196200238,0.8498097501685073,0.8654065351782311
help_desk_8_65.xes,8.0,65.0,0.8553334712670695,0.8998757958103608,0.8512917507153673,0.8664653903071959
help_desk_8_70.xes,8.0,70.0,0.8556232205703849,0.9003471688788542,0.8524882694785123,0.8675446932777795
help_desk_8_75.xes,8.0,75.0,0.8556272362468171,0.9003474313948653,0.852826553777934,0.8677772102295975
help_desk_8_80.xes,8.0,80.0,0.8555454214626057,0.9003782156937516,0.8518890794858398,0.8672242344070504
help_desk_8_85.xes,8.0,85.0,0.8555638383863504,0.8997203051796137,0.8513975876624681,0.8662664620459612
help_desk_8_90.xes,8.0,90.0,0.8554563428377024,0.9001458335910291,0.851797031931668,0.8670022426143446
